2
Frequency=5950(MHz)

Phi	Theta	E Total. dB	E(Phi) . Amp dB	E(Theta) . Amp dB	E(Phi) . Phase	E(Theta) . Phase
0	-3.1415926536	-9.33110016328227	-11.348198971872	-13.6312554702601	2.14117960844484	2.77437743475297
0	-3.089232776	-9.34237418209602	-11.3900105114867	-13.5913551532273	2.14737379702161	2.6512978068867
0	-3.0368728985	-9.2633307169872	-11.7064958322953	-12.9261107321975	2.15869218397225	2.29979264282559
0	-2.9845130209	-8.25079757498399	-12.0413992591643	-10.5998703062905	2.17100291779515	2.05353831085346
0	-2.9321531434	-7.12871051910964	-12.1162061584123	-8.78539106129373	2.18185282597738	2.06309890244059
0	-2.8797932658	-6.7443604561121	-11.7911130925614	-8.37379294162165	2.19222047565119	2.22845856600378
0	-2.8274333882	-7.19023981600537	-11.1706532432411	-9.40805188315877	2.20387586891468	2.44885891328615
0	-2.7750735107	-8.30364325074052	-10.5148194571593	-12.2940334023697	2.22221620167905	2.58831893832521
0	-2.7227136331	-9.30928646923913	-10.0533867226311	-17.3375543699733	2.25726460494461	2.24076708059731
0	-2.6703537556	-8.7196783129741	-9.90050801420295	-14.9526942008436	2.32192346330044	1.39682069827872
0	-2.617993878	-7.27720646513275	-10.0381679967434	-10.5520365549374	2.42497371765317	1.38965885208545
0	-2.5656340004	-6.35260359397273	-10.3872336253588	-8.53465751195113	2.56413624744205	1.6962248689059
0	-2.5132741229	-6.013797070076	-10.9189663089378	-7.70924955788712	2.72197636259962	2.12288099244546
0	-2.4609142453	-6.20594411114927	-11.7796201589114	-7.61514603064298	2.88032771224817	2.57091933767815
0	-2.4085543678	-7.32176773920294	-13.185298041265	-8.62479989439759	3.03924509959337	3.00649042493584
0	-2.3561944902	-9.75467744196731	-15.2257469938535	-11.2038614465875	-3.06076162805066	-2.79043205706174
0	-2.3038346126	-13.169534077692	-17.5783429207028	-15.1236584429284	-2.82048817122405	-2.10710722598635
0	-2.2514747351	-15.9443035237386	-19.3800817720059	-18.5671150863695	-2.54375074566455	-1.12876492176838
0	-2.1991148575	-16.8840206432983	-20.158543268637	-19.6452553474908	-2.3422954933043	0.0569192205480988
0	-2.14675498	-14.9906023315323	-20.4406482042338	-16.4481421642821	-2.26688160307942	1.10376161959618
0	-2.0943951024	-12.0470434744233	-20.7512984997372	-12.6756986069117	-2.25277438808486	1.67615977607961
0	-2.0420352248	-10.077078050302	-21.2065985409773	-10.425526221196	-2.22804022138035	2.03384984704932
0	-1.9896753473	-9.0102572818732	-21.5343864071755	-9.2601811104733	-2.18706486478168	2.33873887986061
0	-1.9373154697	-8.3170265625528	-21.3538403643729	-8.53839951794115	-2.20120795412044	2.63179453993173
0	-1.8849555922	-7.7968525423022	-20.526232940351	-8.03491731557588	-2.33237694637082	2.89484012927793
0	-1.8325957146	-7.67686963980493	-19.1100784824331	-8.00088335499893	-2.54242460263	3.12328816553287
0	-1.780235837	-8.13669266001592	-17.4357248422056	-8.6796239677454	-2.7447058571504	-2.92070222244229
0	-1.7278759595	-8.79919165927407	-15.861738262986	-9.75026948186951	-2.89345111223816	-2.59126622617958
0	-1.6755160819	-8.61909668475887	-14.3879828682558	-9.95573849188969	-2.98583539401312	-2.15801359018978
0	-1.6231562044	-7.2438241732533	-12.7634733184823	-8.6739147640951	-3.03720944198172	-1.78964782104213
0	-1.5707963268	-5.53610555758499	-10.8426834706308	-7.05220825549951	-3.0722662789418	-1.57631654099242
0	-1.5184364492	-4.07139085977326	-8.76939089171068	-5.86937779633183	-3.1119747383117	-1.46432169224791
0	-1.4660765717	-2.94462452728298	-6.81108128589834	-5.24007309352932	3.12010165958878	-1.40599627619719
0	-1.4137166941	-2.11033448451446	-5.14412409493416	-5.09727115252857	3.06117512642076	-1.38687342803123
0	-1.3613568166	-1.50456350971612	-3.79184173744158	-5.38277837034062	3.00117270278581	-1.40591650599989
0	-1.308996939	-1.04262940582815	-2.67048369376517	-6.09285057434057	2.94601071526454	-1.45609694641727
0	-1.2566370614	-0.622373620499749	-1.66570541796235	-7.32721963685973	2.89837682798344	-1.51502186984515
0	-1.2042771839	-0.146449990535726	-0.699417883877175	-9.37084466514826	2.85614674971798	-1.54864049413441
0	-1.1519173063	0.437707785655278	0.229282190970582	-12.8544208599049	2.81355907234838	-1.50089717954629
0	-1.0995574288	1.1096193960386	1.06649262783858	-18.9423001113769	2.76642407027824	-1.12069029913012
0	-1.0471975512	1.80311419136347	1.76845237173572	-19.1935347250951	2.71509343916457	0.17254995662628
0	-0.9948376736	2.44887959889667	2.31938304086849	-12.8709686555364	2.66411125827228	0.507354980406206
0	-0.9424777961	3.04147532381415	2.76778480088598	-9.09989681991121	2.62087724825609	0.427429720315452
0	-0.8901179185	3.56859220111022	3.1556103674513	-6.85479615685436	2.58894911494899	0.231468858164315
0	-0.837758041	3.9979167414267	3.52205921127867	-5.84091339978911	2.56681043362141	-0.014180083987212
0	-0.7853981634	4.2743000747887	3.86622414268696	-6.19857364139507	2.54834751765574	-0.299864722896388
0	-0.7330382858	4.38979411911682	4.14560572113419	-8.23232087439807	2.52725769760064	-0.657897884718975
0	-0.6806784083	4.40273444077277	4.30951582401369	-12.3266080680515	2.50123331650728	-1.18130898260365
0	-0.6283185307	4.3795212688557	4.35636243217968	-18.3627287173803	2.47422885929159	-2.14772706816444
0	-0.5759586532	4.33876976272549	4.32155227839	-19.6879822830029	2.45308240118781	2.48603231271132
0	-0.5235987756	4.31543587909701	4.26853519680996	-15.3740448646275	2.44325135389925	1.35549597959811
0	-0.47123889804	4.34106929931237	4.2507914672075	-12.5260233216411	2.44473523764086	0.635295557405738
0	-0.41887902048	4.3516840853225	4.24544029241391	-11.8161369625368	2.45219478056183	0.0220704898158714
0	-0.36651914292	4.27708895647382	4.19368310737223	-12.930425259622	2.4624188599933	-0.654047558136491
0	-0.31415926536	4.09218278902962	4.03588037218057	-14.8085107408435	2.47421173548265	-1.50512463652687
0	-0.2617993878	3.83256193721419	3.78798568059201	-16.0765142907042	2.49128980827838	-2.48986735500734
0	-0.20943951024	3.5938067687521	3.55260526495214	-16.6554901346395	2.5145937141493	2.79843140397253
0	-0.15707963268	3.49473543167379	3.4575237415436	-17.1949062829952	2.53818458457322	1.80959388262654
0	-0.10471975512	3.58179809058789	3.54732713256656	-17.4387355658271	2.5503084719099	0.721856090498203
0	-0.05235987756	3.79513814919792	3.74275402106522	-15.4168735004856	2.54401829059794	-0.302476597390177
