2
Phi=90.0000000000002(deg)

Frequency	Theta	E Total. dB	E(Phi) . Amp dB	E(Theta) . Amp dB	E(Phi) . Phase	E(Theta) . Phase
6000000000	-3.1415926536	-6.93776124179164	-11.5486858263533	-8.78109226760936	1.70232385785104	-2.04390776337389
6000000000	-3.089232776	-6.58429768026659	-11.275666856218	-8.38568924815737	1.77788888325037	-1.95886095467135
6000000000	-3.0368728985	-6.06799895009598	-10.8576271784205	-7.81973290101705	1.84747544371325	-1.85893040462145
6000000000	-2.9845130209	-5.62148987290498	-10.495804065464	-7.33175521071678	1.90353684593348	-1.76454273394084
6000000000	-2.9321531434	-5.48595681483219	-10.3376902304622	-7.20716197826552	1.9496543537518	-1.66793264605015
6000000000	-2.8797932658	-5.68295019443107	-10.3579351636448	-7.49278811819466	2.00186920477173	-1.54442178509477
6000000000	-2.8274333882	-5.95188856849858	-10.3760935269184	-7.89728850825475	2.07802312677958	-1.37697897852832
6000000000	-2.7750735107	-5.92998316155804	-10.1898333591021	-7.97108526615648	2.18300510532796	-1.18582693886857
6000000000	-2.7227136331	-5.54498202673655	-9.79884901134719	-7.58967780399765	2.2973873472642	-1.01981629864367
6000000000	-2.6703537556	-5.07371623042732	-9.46493084706245	-7.0378701842578	2.39867733167524	-0.900444863701356
6000000000	-2.617993878	-4.8185596013354	-9.50908561596291	-6.62038465689639	2.4799204221255	-0.811616195680186
6000000000	-2.5656340004	-4.90664439899373	-10.1009530137985	-6.47052485221141	2.55429989908005	-0.736228164685828
6000000000	-2.5132741229	-5.32383519346294	-11.1847377831381	-6.6277871740541	2.64438645104367	-0.674305489715402
6000000000	-2.4609142453	-6.00774525874872	-12.4363695486026	-7.12922040303139	2.77842216457834	-0.637684050247801
6000000000	-2.4085543678	-6.90707903988225	-13.3754476548346	-8.01691312950274	2.96587753304913	-0.630665166426017
6000000000	-2.3561944902	-7.94915344083221	-13.7086927720574	-9.2891687193437	-3.10589976824664	-0.634002006438031
6000000000	-2.3038346126	-9.05351347936592	-13.6802343508072	-10.8885155683538	-2.90828360342515	-0.602575998481268
6000000000	-2.2514747351	-10.1342589946195	-13.687169050163	-12.662275353001	-2.73280311778648	-0.486899231811269
6000000000	-2.1991148575	-11.1192781254757	-13.9004027552027	-14.3715239144547	-2.57695349572479	-0.282388043543454
6000000000	-2.14675498	-12.1025169319534	-14.2834880627021	-16.1388063127362	-2.45043455171399	-0.0476020102006356
6000000000	-2.0943951024	-13.2996946466318	-14.7332672868042	-18.8104277765192	-2.37123384984728	0.190640408040355
6000000000	-2.0420352248	-14.5556719107609	-15.1795622538335	-23.2906438018493	-2.33792612076937	0.569204931376163
6000000000	-1.9896753473	-15.2494624447627	-15.5637142008388	-26.8107068868085	-2.31672455353391	1.48383502162451
6000000000	-1.9373154697	-15.2176565457002	-15.8810263634222	-23.7054063319353	-2.26099243963151	2.23216198092101
6000000000	-1.8849555922	-14.6296250581392	-16.0464615374599	-20.183446711463	-2.14804911571087	2.56424120531668
6000000000	-1.8325957146	-13.1547186991773	-15.9044227436802	-16.442255304785	-2.00608512232417	2.79764872146741
6000000000	-1.780235837	-10.6694803410323	-15.4858490685532	-12.4079896980015	-1.89301702690208	2.92185563183601
6000000000	-1.7278759595	-7.9375634971363	-15.0073241199731	-8.88687698273773	-1.8416588219984	2.93069361773673
6000000000	-1.6755160819	-5.69963125322073	-14.6349415064467	-6.29337976819988	-1.84164504453918	2.8603163910441
6000000000	-1.6231562044	-4.15088826964031	-14.4234654728821	-4.57920644522408	-1.86074101802953	2.74482064168997
6000000000	-1.5707963268	-3.17114099676706	-14.3651672059338	-3.51424349477114	-1.87021373997605	2.61543843754658
6000000000	-1.5184364492	-2.54104203231007	-14.3862111926375	-2.83471803038484	-1.86225312127276	2.50660115200513
6000000000	-1.4660765717	-2.03915938247659	-14.3461962390539	-2.30228959163622	-1.85386024263172	2.44553588757848
6000000000	-1.4137166941	-1.46045073448678	-14.0755446751678	-1.70504555801991	-1.87188972017351	2.43328315877027
6000000000	-1.3613568166	-0.698926184450992	-13.5010245679726	-0.932929552114404	-1.92779468577555	2.44029681389933
6000000000	-1.308996939	0.179242820945034	-12.728597932827	-0.0489812611815372	-2.00648190670591	2.43314090724108
6000000000	-1.2566370614	1.0353461439461	-11.9932298585714	0.813541966826954	-2.08481099153416	2.40121721880486
6000000000	-1.2042771839	1.79779176129446	-11.5174774549275	1.59050063009126	-2.15430762985461	2.35572345866807
6000000000	-1.1519173063	2.47500494275842	-11.3628645062963	2.29171888098162	-2.22132654660523	2.31322014922878
6000000000	-1.0995574288	3.11745456846586	-11.3728009722136	2.96020203186268	-2.29854595048865	2.28114282494378
6000000000	-1.0471975512	3.75492396873249	-11.288173459519	3.61676980932834	-2.39380975267087	2.25516641793943
6000000000	-0.9948376736	4.38186964773019	-10.9433944637364	4.25253690447575	-2.500770613401	2.22476556186639
6000000000	-0.9424777961	4.95242531240117	-10.4563875138089	4.82559320733948	-2.60648890776469	2.1853765611701
6000000000	-0.8901179185	5.44203474717322	-10.1257793798257	5.31982693741369	-2.7092296949421	2.14008212663885
6000000000	-0.837758041	5.85120580486735	-10.177582384601	5.74146171478396	-2.81751500287945	2.0967374332311
6000000000	-0.7853981634	6.21263012787321	-10.6061773398174	6.1213322970436	-2.94103833450342	2.0610589157686
6000000000	-0.7330382858	6.55532542567932	-11.1727304204859	6.48142129838649	-3.07628847423303	2.03266269165556
6000000000	-0.6806784083	6.86043899924278	-11.5784818287226	6.79777448365169	3.08129350193587	2.00634627584199
6000000000	-0.6283185307	7.09028757772576	-11.7055484325842	7.03260005444138	2.98084736669105	1.97506288308262
6000000000	-0.5759586532	7.21512339739512	-11.6861569087403	7.15882863657744	2.88493539020229	1.93436152306709
6000000000	-0.5235987756	7.2487090164344	-11.7041270935106	7.19308286172051	2.74579520024525	1.88355329916309
6000000000	-0.47123889804	7.25062709276891	-11.7202204275901	7.19523263210593	2.52739283612877	1.82505448288282
6000000000	-0.41887902048	7.27866187785481	-11.4592762896348	7.22019491111647	2.24699780428886	1.7628110943806
6000000000	-0.36651914292	7.33895172390292	-10.8845329920557	7.27307599055957	1.96957352789059	1.69988675471349
6000000000	-0.31415926536	7.36849916803821	-10.3569099978701	7.29454960256634	1.73122151706471	1.63612943395522
6000000000	-0.2617993878	7.30397600956605	-10.0439885893434	7.22324917172732	1.51272733254026	1.56820033785071
6000000000	-0.20943951024	7.14136211065693	-9.70020415494153	7.05054649048192	1.2920686395157	1.49313546209812
6000000000	-0.15707963268	6.9503120039484	-8.99750453770881	6.83847578687452	1.09013712648873	1.41250054665126
6000000000	-0.10471975512	6.8347351949036	-8.06554671137726	6.69188559674958	0.951341215295606	1.33517934068815
6000000000	-0.05235987756	6.82151787571216	-7.36928786743245	6.65281932134607	0.886825438732516	1.27248196768208
6000000000	-4.4408920985E-16	6.85150486285515	-7.25802026551865	6.67955536689624	0.876028522457884	1.22924391342541
6000000000	0.05235987756	6.8343476486878	-7.81951971054263	6.68301159486412	-2.25180015493399	-1.94261355459556
6000000000	0.10471975512	6.73047787373514	-8.90008175803849	6.61004752305705	-2.24584185520692	-1.97255948087348
6000000000	0.15707963268	6.57148094287424	-10.0900283122527	6.47677878183956	-2.28247242657757	-2.01199487350936
6000000000	0.20943951024	6.43366175165068	-10.8817776342704	6.35232234585313	-2.37054993963607	-2.06014499488963
6000000000	0.2617993878	6.35177293221347	-11.1595422822391	6.27405289560846	-2.46758542835841	-2.10530267869491
