1
Frequency	Efficiency	Efficiency . dB
5850000000	0.438826539814471	-3.5770711458314
5900000000	0.356703314576948	-4.47692855069298
5950000000	0.324376841245121	-4.88950159634978
6000000000	0.314569320418739	-5.02283635884898
