2
Phi=0(deg)

Frequency	Theta	E Total. dB	E(Phi) . Amp dB	E(Theta) . Amp dB	E(Phi) . Phase	E(Theta) . Phase
6000000000	-2.0943951024	-8.38579343092644	-16.6686437787056	-9.0839268726434	-0.0446905509680013	-2.71562460455009
6000000000	-2.0420352248	-6.4874825639447	-17.2436507991693	-6.86862311039435	-0.0260101561839838	-2.38317281283148
6000000000	-1.9896753473	-5.5348895611503	-17.5900115716602	-5.81425023649357	-0.0342398353169735	-2.06973778632376
6000000000	-1.9373154697	-4.89366550122015	-17.3909099245638	-5.14518708233711	-0.0593220066015167	-1.75758831910816
6000000000	-1.8849555922	-4.41102114861913	-16.7266508225164	-4.67361520503076	-0.126771538092931	-1.48058611471231
6000000000	-1.8325957146	-4.40980669326496	-15.935287603453	-4.7267541105714	-0.255277241783251	-1.24561273046602
6000000000	-1.780235837	-5.12038368447957	-15.1416594973307	-5.57560103194246	-0.433070471288164	-1.00440229339151
6000000000	-1.7278759595	-6.17060314554649	-14.197480751002	-6.91496327889994	-0.622991164653838	-0.677337619557334
6000000000	-1.6755160819	-6.3715745894713	-12.8774226605792	-7.47055631210779	-0.78134960252142	-0.24687021194278
6000000000	-1.6231562044	-5.19318730198997	-11.0774996997236	-6.48897112034382	-0.89191809407733	0.120799561026089
6000000000	-1.5707963268	-3.53198875228545	-8.90975726140222	-5.01869129633175	-0.973278305662032	0.329753088703118
6000000000	-1.5184364492	-2.00257590134841	-6.64826620270916	-3.82763682900116	-1.05010358835825	0.438908096393853
6000000000	-1.4660765717	-0.740140320848068	-4.5687022558676	-3.06217800728211	-1.13008013005066	0.503104992658242
6000000000	-1.4137166941	0.227291757360306	-2.81930952660818	-2.74700778993253	-1.20847957209729	0.539619500441251
6000000000	-1.3613568166	0.909286169730396	-1.40307001122635	-2.93300878221933	-1.27870911474885	0.545732077997603
6000000000	-1.308996939	1.38829902125406	-0.233186344772259	-3.67596071611483	-1.33777643180238	0.51960063384479
6000000000	-1.2566370614	1.81608665390905	0.805121124583685	-5.01007450285298	-1.38877426964128	0.474635302798259
6000000000	-1.2042771839	2.3295552862932	1.79582779498526	-7.03922316054665	-1.43891653404165	0.448460685765165
6000000000	-1.1519173063	2.94760584655447	2.72866594415673	-10.135998135628	-1.49344182864905	0.520421064748987
6000000000	-1.0995574288	3.61783011118207	3.55220838905017	-14.6223063134455	-1.55234659322212	0.945602273234814
6000000000	-1.0471975512	4.29806150036048	4.234579564143	-14.0849822730751	-1.61044364052747	1.95064482163154
6000000000	-0.9948376736	4.95626201971461	4.7713369852594	-8.8437584403907	-1.66121577158623	2.32252136328374
6000000000	-0.9424777961	5.57377488489574	5.20838453218109	-5.35791180377673	-1.70117107865532	2.3058565729475
6000000000	-0.8901179185	6.13745785684224	5.62014147167802	-3.35891387199241	-1.73239858401943	2.14050629603607
6000000000	-0.837758041	6.60484312200781	6.03456350400936	-2.4941415644398	-1.7612408913138	1.90042737042212
6000000000	-0.7853981634	6.9139433086607	6.42637586235455	-2.82505602586566	-1.79327462031455	1.62721171839306
6000000000	-0.7330382858	7.02057739758479	6.73240736347133	-4.90406586915643	-1.8287132491197	1.3368657594803
6000000000	-0.6806784083	6.97783157974828	6.89778713103839	-10.4066601087559	-1.86259944910151	0.989503181389537
6000000000	-0.6283185307	6.91277241592867	6.91059432764199	-26.0854049009136	-1.88836531313368	-0.937007563229402
6000000000	-0.5759586532	6.8821542856992	6.82208361380161	-11.7390646470239	-1.90217805002254	-2.42098187376014
6000000000	-0.5235987756	6.82843735293099	6.70738079743517	-8.77991031533566	-1.90611938611838	-2.90522469991999
6000000000	-0.47123889804	6.7416201518163	6.62433539072153	-9.0023174933413	-1.90689883341792	2.77935745103641
6000000000	-0.41887902048	6.6684182568218	6.5743029812075	-10.0197963288034	-1.91026068743761	2.01785912255242
6000000000	-0.36651914292	6.59487123195054	6.52175238564958	-11.1791867076949	-1.91571244858808	1.20380972967288
6000000000	-0.31415926536	6.48914664976537	6.44006597341531	-13.0041083017137	-1.91758911774899	0.262516730558836
6000000000	-0.2617993878	6.39184566612771	6.3409268381382	-12.9426479976094	-1.9112918275974	-0.820862095271862
6000000000	-0.20943951024	6.34337910719583	6.284166105875	-12.3398661212548	-1.89836032328525	-1.59110409366297
6000000000	-0.15707963268	6.34251496248812	6.31910096952783	-16.3522750529446	-1.88747481517772	-2.30087639266612
6000000000	-0.10471975512	6.4499609209993	6.43300449335032	-17.6430140359003	-1.88742026748	1.86071971612193
6000000000	-0.05235987756	6.6825827313796	6.57335089034643	-9.36626929505055	-1.89848152961857	1.14436347139609
6000000000	-4.4408920985E-16	6.85150486285515	6.67955536689624	-7.25802026551865	-1.91234874016439	0.876028522457884
