2
Frequency=6000(MHz)

Phi	Theta	E Total. dB	E(Phi) . Amp dB	E(Theta) . Amp dB	E(Phi) . Phase	E(Theta) . Phase
0	-3.1415926536	-6.93776124179164	-8.78109226760936	-11.5486858263533	-2.04390776337389	-1.43926879573875
0	-3.089232776	-6.43341961210987	-8.49220848513304	-10.6639492397602	-2.01542126038332	-1.52148568328188
0	-3.0368728985	-5.9009360840124	-8.12552466770298	-9.87120057997943	-1.99385941175768	-1.76849740926228
0	-2.9845130209	-5.06424071130851	-8.02707309372609	-8.12253279239004	-1.98190825519915	-2.0175813592262
0	-2.9321531434	-4.31069671806489	-8.38481877628243	-6.46716484848311	-1.97475723936161	-2.09276293968633
0	-2.8797932658	-4.26189236119907	-9.05964292462326	-6.00959650819038	-1.96763939733663	-2.01800657063589
0	-2.8274333882	-5.16216566027235	-9.58565861437838	-7.10796799990944	-1.95818910756154	-1.86896195283555
0	-2.7750735107	-6.81156259610267	-9.48074080115299	-10.1920796764916	-1.94400114100055	-1.75462299388919
0	-2.7227136331	-7.97743218703014	-8.76695130435654	-15.7704296072675	-1.91649647573578	-2.04604128313753
0	-2.6703537556	-7.00451704789507	-7.93951478058267	-14.1333693217652	-1.86383003017738	-2.94759070070669
0	-2.617993878	-5.24795766655881	-7.45288128091953	-9.24778333834772	-1.77593965355163	-2.95579934867565
0	-2.5656340004	-4.02462535365971	-7.4478030807551	-6.65791412930091	-1.64721930035653	-2.63779708893818
0	-2.5132741229	-3.36790064398731	-7.82241897480931	-5.29626382984842	-1.48398443409521	-2.22703044386369
0	-2.4609142453	-3.28922225028474	-8.44121960012179	-4.87157213886634	-1.30903632718356	-1.80527813789773
0	-2.4085543678	-4.06820338855411	-9.33272212039038	-5.60199911996954	-1.14579264164923	-1.38237154988997
0	-2.3561944902	-5.8808687407603	-10.6402257025263	-7.64772128264731	-0.993179526752635	-0.909541607280981
0	-2.3038346126	-8.52324559494977	-12.3809470340056	-10.824802377351	-0.818934731420435	-0.320903851791663
0	-2.2514747351	-11.6212859181111	-14.2114484238428	-15.0967635939021	-0.589142041880827	0.449355238072014
0	-2.1991148575	-13.8991926021912	-15.5012509898399	-19.0066852283926	-0.329983379558281	1.83243290375239
0	-2.14675498	-11.6366243150199	-16.1479738065402	-13.5335419414455	-0.134735712786776	3.07033256629136
0	-2.0943951024	-8.38579343092644	-16.6686437787056	-9.0839268726434	-0.0446905509680013	-2.71562460455009
0	-2.0420352248	-6.4874825639447	-17.2436507991693	-6.86862311039435	-0.0260101561839838	-2.38317281283148
0	-1.9896753473	-5.5348895611503	-17.5900115716602	-5.81425023649357	-0.0342398353169735	-2.06973778632376
0	-1.9373154697	-4.89366550122015	-17.3909099245638	-5.14518708233711	-0.0593220066015167	-1.75758831910816
0	-1.8849555922	-4.41102114861913	-16.7266508225164	-4.67361520503076	-0.126771538092931	-1.48058611471231
0	-1.8325957146	-4.40980669326496	-15.935287603453	-4.7267541105714	-0.255277241783251	-1.24561273046602
0	-1.780235837	-5.12038368447957	-15.1416594973307	-5.57560103194246	-0.433070471288164	-1.00440229339151
0	-1.7278759595	-6.17060314554649	-14.197480751002	-6.91496327889994	-0.622991164653838	-0.677337619557334
0	-1.6755160819	-6.3715745894713	-12.8774226605792	-7.47055631210779	-0.78134960252142	-0.24687021194278
0	-1.6231562044	-5.19318730198997	-11.0774996997236	-6.48897112034382	-0.89191809407733	0.120799561026089
0	-1.5707963268	-3.53198875228545	-8.90975726140222	-5.01869129633175	-0.973278305662032	0.329753088703118
0	-1.5184364492	-2.00257590134841	-6.64826620270916	-3.82763682900116	-1.05010358835825	0.438908096393853
0	-1.4660765717	-0.740140320848068	-4.5687022558676	-3.06217800728211	-1.13008013005066	0.503104992658242
0	-1.4137166941	0.227291757360306	-2.81930952660818	-2.74700778993253	-1.20847957209729	0.539619500441251
0	-1.3613568166	0.909286169730396	-1.40307001122635	-2.93300878221933	-1.27870911474885	0.545732077997603
0	-1.308996939	1.38829902125406	-0.233186344772259	-3.67596071611483	-1.33777643180238	0.51960063384479
0	-1.2566370614	1.81608665390905	0.805121124583685	-5.01007450285298	-1.38877426964128	0.474635302798259
0	-1.2042771839	2.3295552862932	1.79582779498526	-7.03922316054665	-1.43891653404165	0.448460685765165
0	-1.1519173063	2.94760584655447	2.72866594415673	-10.135998135628	-1.49344182864905	0.520421064748987
0	-1.0995574288	3.61783011118207	3.55220838905017	-14.6223063134455	-1.55234659322212	0.945602273234814
0	-1.0471975512	4.29806150036048	4.234579564143	-14.0849822730751	-1.61044364052747	1.95064482163154
0	-0.9948376736	4.95626201971461	4.7713369852594	-8.8437584403907	-1.66121577158623	2.32252136328374
0	-0.9424777961	5.57377488489574	5.20838453218109	-5.35791180377673	-1.70117107865532	2.3058565729475
0	-0.8901179185	6.13745785684224	5.62014147167802	-3.35891387199241	-1.73239858401943	2.14050629603607
0	-0.837758041	6.60484312200781	6.03456350400936	-2.4941415644398	-1.7612408913138	1.90042737042212
0	-0.7853981634	6.9139433086607	6.42637586235455	-2.82505602586566	-1.79327462031455	1.62721171839306
0	-0.7330382858	7.02057739758479	6.73240736347133	-4.90406586915643	-1.8287132491197	1.3368657594803
0	-0.6806784083	6.97783157974828	6.89778713103839	-10.4066601087559	-1.86259944910151	0.989503181389537
0	-0.6283185307	6.91277241592867	6.91059432764199	-26.0854049009136	-1.88836531313368	-0.937007563229402
0	-0.5759586532	6.8821542856992	6.82208361380161	-11.7390646470239	-1.90217805002254	-2.42098187376014
0	-0.5235987756	6.82843735293099	6.70738079743517	-8.77991031533566	-1.90611938611838	-2.90522469991999
0	-0.47123889804	6.7416201518163	6.62433539072153	-9.0023174933413	-1.90689883341792	2.77935745103641
