1
Frequency	Efficiency	Efficiency . dB
5850000000	0.513473248535148	-2.89482177804203
5900000000	0.403955423110024	-3.93666557081147
5950000000	0.347824825101658	-4.58639424576245
6000000000	0.324094340370224	-4.89328552946323
