2
Frequency=6150(MHz)

Phi	Theta	E Total. dB	E(Phi) . Amp dB	E(Theta) . Amp dB	E(Phi) . Phase	E(Theta) . Phase
0	-3.1415926536	-10.0448629324368	-13.1101267331293	-13.0008859768604	0.251452129864944	0.476633891920979
0	-3.089232776	-9.20610524931991	-12.5200023391857	-11.9326516497907	0.231139071077851	0.381973490685414
0	-3.0368728985	-8.6348050986306	-11.7855183357526	-11.5090897060927	0.22463003295105	0.266661219831468
0	-2.9845130209	-7.98140580167283	-11.5073952897958	-10.5308022796837	0.240417067177873	0.121177834170363
0	-2.9321531434	-7.03459058324007	-11.9419946924175	-8.72897619106503	0.267174641304482	0.0442969540150709
0	-2.8797932658	-6.19946582614186	-12.845992494172	-7.25877034300422	0.281621004751299	0.0824325419344929
0	-2.8274333882	-6.26819899274658	-13.4954401045514	-7.1798898338052	0.260967940023034	0.210170665217339
0	-2.7750735107	-7.70034020651491	-13.2108244928861	-9.13401017239913	0.220778647385305	0.407297073288164
0	-2.7227136331	-9.93388801858875	-12.1658062603709	-13.8932195456432	0.208536982760607	0.625083702468135
0	-2.6703537556	-10.8012571850805	-11.0908205934016	-22.7056407967501	0.243187298386791	0.174711748773689
0	-2.617993878	-9.15206728770493	-10.4583788060107	-15.0062390658692	0.318345513739676	-0.73603590463692
0	-2.5656340004	-6.52591545496354	-10.3587006450069	-8.84497026962242	0.429300408428362	-0.494110126301115
0	-2.5132741229	-4.6526841503096	-10.736809668004	-5.88110114114265	0.578741840990592	-0.140335586589067
0	-2.4609142453	-4.00592806482494	-11.5267336679516	-4.85181395809672	0.773401938034093	0.265332086208985
0	-2.4085543678	-4.34170828065951	-12.7130605917721	-5.02459063344584	1.02355807658819	0.713964919229859
0	-2.3561944902	-5.53849874740548	-14.1789079529132	-6.17718316663713	1.34279337155147	1.16044975745512
0	-2.3038346126	-8.06045753688038	-15.4990494107497	-8.92422737983571	1.72525242385937	1.5819330555137
0	-2.2514747351	-12.4174089540825	-16.0866354314509	-14.855712297782	2.09558629296347	2.06932645187878
0	-2.1991148575	-15.5036048662092	-15.927791070726	-25.8162495118641	2.34734516367609	-2.49477059587993
0	-2.14675498	-12.6534173589169	-15.3703255128717	-15.9783747766046	2.45970308417159	-0.978272579594772
0	-2.0943951024	-9.42454199392685	-14.6546218518692	-10.9730078235816	2.49420051384986	-0.502254346729139
0	-2.0420352248	-6.99434352383292	-14.0405681720786	-7.94942670975059	2.51098236057532	-0.192963203566842
0	-1.9896753473	-5.48697417592077	-13.728880340505	-6.19228768125705	2.52461851166583	0.0357879385323646
0	-1.9373154697	-4.89352366337539	-13.6657628915683	-5.51168510045487	2.51612933359383	0.256690086669334
0	-1.8849555922	-4.97684814039107	-13.5947165778335	-5.61911437202483	2.46192122689095	0.511234774461701
0	-1.8325957146	-5.46636214330807	-13.335432368179	-6.24087291315313	2.36407351296514	0.78597837801177
0	-1.780235837	-6.41153178481124	-13.0098761059091	-7.48424069389691	2.2370167320996	1.05165021254837
0	-1.7278759595	-7.85076989402015	-12.8216238401691	-9.5152010451187	2.07300686909551	1.36319536380332
