1
Frequency	Efficiency	Efficiency . dB
4250000000	0.831693868082509	-0.800365004737449
4275000000	0.798561360202713	-0.97691707736381
4300000000	0.843654944831653	-0.738351436550033
4325000000	0.80668151423052	-0.932978951577742
4350000000	0.815564084737067	-0.885419076412561
4375000000	0.856000720804586	-0.675258696203671
4400000000	0.793933390016647	-1.00215932789152
