2
Phi=90.0000000000002(deg)

Frequency	Theta	E Total. dB	E(Phi) . Amp dB	E(Theta) . Amp dB	E(Phi) . Phase	E(Theta) . Phase
4250000000	-3.1415926536	-13.168505277025	-29.6039556907531	-13.268326008222	-1.61195842816954	0.719220049008102
4250000000	-3.089232776	-13.3434382025306	-28.8879915885539	-13.466311683467	-1.31255070511121	0.719362055969397
4250000000	-3.0368728985	-13.4421478876063	-27.9174288154455	-13.5999535601838	-1.05137246049552	0.751208984945389
4250000000	-2.9845130209	-13.4581085702416	-26.5449715710177	-13.6768800311521	-0.864497400281973	0.819208301417804
4250000000	-2.9321531434	-13.4520250004064	-25.0237375759128	-13.7654922302787	-0.784515551093537	0.919294608147726
4250000000	-2.8797932658	-13.5059472020743	-23.6445267189974	-13.9483938348146	-0.798845443155773	1.04695367063705
4250000000	-2.8274333882	-13.6955694018982	-22.537565226984	-14.3031586327256	-0.870639257713722	1.20161411188568
4250000000	-2.7750735107	-14.0254724765991	-21.7698962455292	-14.8247408446203	-0.961335892097785	1.39015414475849
4250000000	-2.7227136331	-14.3839612028143	-21.4245930324628	-15.3404211704651	-1.03965172373561	1.61834243349311
4250000000	-2.6703537556	-14.6038275360564	-21.5785107560774	-15.5766899992157	-1.08204534916233	1.8742834643616
4250000000	-2.617993878	-14.5318087025355	-22.2320060248778	-15.340068509514	-1.06752825892778	2.12059321629669
4250000000	-2.5656340004	-14.1602157279542	-23.2002743276236	-14.7388283830467	-0.976258916698028	2.3206881831075
4250000000	-2.5132741229	-13.6153706109	-24.0165780268111	-14.0305714573205	-0.806958164489614	2.46881541946972
4250000000	-2.4609142453	-13.0435630410439	-24.1780848228159	-13.391593666269	-0.612727154481673	2.58145784982992
4250000000	-2.4085543678	-12.5417524783122	-23.7416858916388	-12.8843697213151	-0.47211032151411	2.68070474584246
4250000000	-2.3561944902	-12.1513092593613	-23.1841920473528	-12.50792868422	-0.407998778409221	2.78479802125609
4250000000	-2.3038346126	-11.8501311729101	-22.852845266889	-12.2093422042397	-0.391725053777428	2.90195518596128
4250000000	-2.2514747351	-11.6014272148031	-22.8915453666948	-11.9367240726931	-0.382267896415695	3.03173849084909
4250000000	-2.1991148575	-11.3491576784529	-23.3152755922009	-11.6344968307336	-0.341437609823703	-3.11623344807295
4250000000	-2.14675498	-11.0582443325351	-23.9908365335392	-11.2851369324464	-0.238796421023782	-2.98501555649565
4250000000	-2.0943951024	-10.7061123944046	-24.5628775267417	-10.8885857769036	-0.0654377021852255	-2.86466430681753
4250000000	-2.0420352248	-10.2692225641428	-24.6393487991457	-10.4309686927416	0.139349363176437	-2.75843278069968
4250000000	-1.9896753473	-9.74215725511972	-24.2332567245555	-9.8993786773012	0.307643777323239	-2.66662160854468
4250000000	-1.9373154697	-9.13231880291161	-23.7179723313093	-9.28609354559202	0.407148118327766	-2.58833477194742
4250000000	-1.8849555922	-8.46132543797213	-23.3753991313852	-8.6037146047765	0.449333658246814	-2.5208736399863
4250000000	-1.8325957146	-7.75959779383704	-23.26579080774	-7.88357710776306	0.460456061184163	-2.46224558949991
4250000000	-1.780235837	-7.06400286694059	-23.3117780860219	-7.16828513531247	0.464564319063557	-2.40964280895901
4250000000	-1.7278759595	-6.39030114298091	-23.3653430735383	-6.47834004695229	0.475770623160832	-2.36096487738117
