1
Frequency	E Total. dB
4250000000	6.34788001126781
4275000000	6.35588266143984
4300000000	6.55462036558423
4325000000	6.55781024403511
4350000000	6.63162113949085
4375000000	6.74568256821091
4400000000	6.59134517940857
