1
Frequency	E Total. dB
4250000000	6.85719083062084
4275000000	6.48272684700308
4300000000	6.49201685165688
4325000000	6.0151928613566
4350000000	5.51310703740149
4375000000	5.68210709174748
4400000000	4.86119361583718
