1
Frequency	E Total. dB
4250000000	5.86647887901509
4275000000	5.82688015905145
4300000000	6.17234944476605
4325000000	5.87911862685996
4350000000	6.10244035284128
4375000000	6.3389180911281
4400000000	5.86048360863912
