1
Frequency	E Total. dB
4250000000	6.17924029339561
4275000000	5.9247354350531
4300000000	6.167028666816
4325000000	6.01151022165274
4350000000	6.0755435534513
4375000000	6.15092445323305
4400000000	5.60767634958095
