2
Phi=90.0000000000002(deg)

Frequency	Theta	E Total. dB	E(Phi) . Amp dB	E(Theta) . Amp dB	E(Phi) . Phase	E(Theta) . Phase
4250000000	-3.1415926536	-10.3122178676183	-31.3951250205352	-10.3461953630827	2.62078847159227	-0.719263409290481
4250000000	-3.089232776	-10.81373757583	-31.4055558195048	-10.8518006842805	2.50128879763899	-0.713809533188857
4250000000	-3.0368728985	-11.6062962512296	-31.6592248000658	-11.6494129506053	2.25886901529218	-0.687639599783464
4250000000	-2.9845130209	-12.6757967744781	-30.9975694979211	-12.7401873922801	1.91374868525438	-0.634310350501844
4250000000	-2.9321531434	-13.9796511969692	-28.9660776926461	-14.1196495005195	1.6119643995443	-0.544863915451544
4250000000	-2.8797932658	-15.3872749359391	-26.4590352506171	-15.7405833217451	1.4395584030127	-0.40319511451876
4250000000	-2.8274333882	-16.630823929687	-24.1783639711969	-17.4709824342747	1.36667455326101	-0.189626961187792
4250000000	-2.7750735107	-17.3448803550704	-22.3166086578264	-19.0089032035325	1.35058373517486	0.110765596625446
4250000000	-2.7227136331	-17.3506276006704	-20.8724121724459	-19.9033851394474	1.36524759519272	0.481958474186437
4250000000	-2.6703537556	-16.8576669722443	-19.7984626272843	-19.9386016906862	1.39668446596855	0.865314935466652
4250000000	-2.617993878	-16.198878068199	-19.0625352450363	-19.3609458631272	1.43691006988833	1.20987262004169
4250000000	-2.5656340004	-15.55902576013	-18.6021029934229	-18.5367939664241	1.48214044492746	1.50606892242508
4250000000	-2.5132741229	-14.9859814252407	-18.3728803724703	-17.6497492941103	1.52958316199917	1.76534902989297
4250000000	-2.4609142453	-14.4831912199674	-18.3440884476826	-16.7825160125884	1.57765241771422	1.9983095086705
4250000000	-2.4085543678	-14.0168031244035	-18.4616197085323	-15.950598703325	1.62518893078661	2.21025710423079
4250000000	-2.3561944902	-13.5821569193754	-18.6820189427743	-15.1876238394144	1.67114893862061	2.40659927822292
4250000000	-2.3038346126	-13.1779370686527	-18.9720763151563	-14.5055137413742	1.71467845304349	2.59074158535991
4250000000	-2.2514747351	-12.8008156767381	-19.304109970171	-13.9005330319076	1.75542985754797	2.76932112465019
4250000000	-2.1991148575	-12.4412666436086	-19.6706173530427	-13.3524648618827	1.79349624563534	2.94670591498404
4250000000	-2.14675498	-12.059390380147	-20.0740851509121	-12.8060320107948	1.82954714551995	3.12602816132661
4250000000	-2.0943951024	-11.6150009837495	-20.5496073653875	-12.20885262697	1.86555919794079	-2.97683281513601
4250000000	-2.0420352248	-11.0693405226207	-21.1310337102964	-11.5201144153299	1.90407374816622	-2.79977997375808
4250000000	-1.9896753473	-10.4126004964338	-21.8597499059402	-10.735536232928	1.94835828841919	-2.63175296464792
4250000000	-1.9373154697	-9.66389229326069	-22.7703581025969	-9.88165338786795	2.00256996267066	-2.47781351345369
4250000000	-1.8849555922	-8.86137728018903	-23.8865466076297	-9.00011215815485	2.07209066018511	-2.33885518763419
4250000000	-1.8325957146	-8.04671971617227	-25.200346909101	-8.1311770986669	2.16313948754767	-2.21434843778123
4250000000	-1.780235837	-7.25036211560671	-26.6525004443029	-7.30048942951218	2.28236218871026	-2.10123960889204
4250000000	-1.7278759595	-6.48597368358088	-28.1070689009378	-6.5159773348092	2.43233196879278	-1.99665278302974
4250000000	-1.6755160819	-5.75577446046604	-29.3564831361249	-5.77477049275648	2.60394295033541	-1.89838757714785
4250000000	-1.6231562044	-5.05435650408491	-30.2267429925238	-5.0675757431513	2.76952489473167	-1.80538631780908
4250000000	-1.5707963268	-4.37373437334757	-30.6790885490547	-4.38391460841099	2.89361179344185	-1.71740918937714
4250000000	-1.5184364492	-3.70843465813643	-30.8003031376402	-3.71692689318155	2.95337763637775	-1.63537971221209
4250000000	-1.4660765717	-3.05903210712509	-30.6567999914189	-3.06658973230555	2.94764187312543	-1.56024298194375
4250000000	-1.4137166941	-2.43044170328177	-30.2580764904724	-2.43760939251881	2.8925528905287	-1.49273482119521
4250000000	-1.3613568166	-1.82761758187159	-29.6008722432768	-1.83487566099927	2.81315642994391	-1.4330044111533
4250000000	-1.308996939	-1.26025278442768	-28.7383481198294	-1.26802174948485	2.73325359569735	-1.38068566178928
4250000000	-1.2566370614	-0.732150471033351	-27.7664246865108	-0.740756188913896	2.66668130399083	-1.3347981137536
4250000000	-1.2042771839	-0.245189541114566	-26.7788540353605	-0.254847841032755	2.61749273454517	-1.29429308998319
4250000000	-1.1519173063	0.200586895755074	-25.8443170880374	0.189776681253345	2.58376197760293	-1.25801830388589
4250000000	-1.0995574288	0.610727222320129	-25.0029840449204	0.598787064815822	2.56089207143364	-1.22513536103073
4250000000	-1.0471975512	0.988786215486731	-24.2783357214838	0.975852638994629	2.54383138384333	-1.19543479093497
4250000000	-0.9948376736	1.33985839290658	-23.6852664314639	1.32618250779616	2.5293390169605	-1.16860967367686
4250000000	-0.9424777961	1.66948254846082	-23.2357079618241	1.65542310781443	2.51449303516525	-1.14515378546989
4250000000	-0.8901179185	1.98256334856216	-22.9357732245526	1.96854647004355	2.49795133167348	-1.12540371440442
4250000000	-0.837758041	2.28201153222971	-22.7865783481301	2.2684720479732	2.47871209590187	-1.10997298527277
4250000000	-0.7853981634	2.56056724891484	-22.7792448827013	2.54784866170305	2.45646387123693	-1.09834366218031
4250000000	-0.7330382858	2.82925656505113	-22.8996079799673	2.8176292593114	2.43090665214011	-1.09098197765958
4250000000	-0.6806784083	3.08443477467101	-23.1193707794401	3.07401340695711	2.40167754550026	-1.08680551685103
4250000000	-0.6283185307	3.33429695190126	-23.3969130670688	3.32506858939946	2.36790453626231	-1.08537191558854
4250000000	-0.5759586532	3.57187847260343	-23.6851043968611	3.56370334167557	2.32863092462133	-1.08519053222042
4250000000	-0.5235987756	3.80145121279	-23.930575536201	3.79412384563812	2.28208298351894	-1.08541866280567
4250000000	-0.47123889804	4.03115417705028	-24.0837232230336	4.02444557611877	2.22626754528155	-1.085705943622
4250000000	-0.41887902048	4.2521755813562	-24.1143323007316	4.24584490635883	2.15915524602309	-1.08531285618968
4250000000	-0.36651914292	4.47346822969282	-24.0103021147731	4.46730631990376	2.07888120655318	-1.08500678614576
4250000000	-0.31415926536	4.68732135116941	-23.7777370501935	4.68113281603135	1.98412673133422	-1.08517996597146
4250000000	-0.2617993878	4.88608056013694	-23.4290239374448	4.87967445403455	1.87494719658285	-1.08633964271219
4250000000	-0.20943951024	5.06100431354112	-22.9783618846793	5.05417795704988	1.7527166684293	-1.08935326610824
4250000000	-0.15707963268	5.21303239900849	-22.4314335742046	5.20555567246878	1.62060276320082	-1.09545765319347
4250000000	-0.10471975512	5.32765694682514	-21.7965337087029	5.3192277414029	1.48408675261967	-1.10462763324878
4250000000	-0.05235987756	5.4008826630886	-21.0928862637993	5.39113513031443	1.34966720998174	-1.1171019870602
4250000000	-4.4408920985E-16	5.42608703313713	-20.3508642634726	5.41458792892114	1.22359097714952	-1.13261450229273
4250000000	0.05235987756	5.39873639276129	-19.6157424124841	5.38502688929743	-2.03140612210426	1.99122190037445
4250000000	0.10471975512	5.31346036389741	-18.92987730227	5.29708204951938	-2.13003288914476	1.97204180161284
4250000000	0.15707963268	5.17801912992351	-18.3292308571564	5.15860895452382	-2.21413243270213	1.95207171368102
4250000000	0.20943951024	4.98506576875775	-17.8360857659648	4.96232497070117	-2.28569597869613	1.93252842364659
4250000000	0.2617993878	4.74320751050726	-17.4591534741822	4.71697382930338	-2.34738065815621	1.9138046351934
4250000000	0.31415926536	4.4501289012003	-17.1931753889727	4.42027881899187	-2.40248237093803	1.89652001770949
4250000000	0.36651914292	4.10649184488611	-17.0315827640106	4.07294488893081	-2.45331353065076	1.8809521655389
4250000000	0.41887902048	3.72215358089147	-16.9434696303334	3.68473463110058	-2.50349332381452	1.86663993761245
4250000000	0.47123889804	3.30246518471589	-16.9161158285329	3.26096984494721	-2.55395952731228	1.8531065333263
