1
Frequency	E Total. dB
4250000000	6.60847869755574
4275000000	6.59149305304467
4300000000	6.8102894759505
4325000000	6.68035470236884
4350000000	6.80337444615377
4375000000	6.96602216332324
4400000000	6.56531230601705
