1
Frequency	Efficiency	Efficiency . dB
4250000000	0.736417008609838	-1.32876189396577
4275000000	0.705370565307433	-1.51582667139857
4300000000	0.745668751873381	-1.27454056149403
4325000000	0.709374604936946	-1.49124362992865
4350000000	0.69739949252095	-1.56518372984464
4375000000	0.705799104220703	-1.5131889716938
4400000000	0.62770344556166	-2.02245487432913
