1
Frequency	Efficiency	Efficiency . dB
2980000000	0.563893214693071	-2.48803131230208
3000000000	0.606518837441892	-2.17155706141148
3020000000	0.60221378619137	-2.20249306614183
3040000000	0.591962416127836	-2.27705865889306
3060000000	0.551882906286778	-2.58153057321392
3080000000	0.511720114940672	-2.90967511235739
